unit_id,time_index,y_true_rul,y_pred_rul,abs_error,split,source_file
2,12963,28.0,23.18591,4.8140907,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,11650,32.0,27.186321,4.8136787,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,15485,20.0,15.185632,4.8143682,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,16077,18.0,13.186917,4.8130827,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,17224,13.0,8.187029,4.812971,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,5590,55.0,50.185196,4.814804,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,5589,55.0,50.18479,4.8152084,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
1,7098,17.0,12.184783,4.815217,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
1,6366,26.0,21.184755,4.8152447,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
1,6804,20.0,15.184534,4.815466,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,6418,52.0,47.184517,4.815483,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,18056,10.0,5.184418,4.815582,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,17756,11.0,6.184314,4.815686,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,17007,14.0,9.184279,4.8157206,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,11779,31.0,26.184032,4.8159676,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,5829,54.0,49.183834,4.816166,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,12000,30.0,25.188599,4.8114014,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,10748,35.0,30.183628,4.816372,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,11419,33.0,37.81111,4.8111115,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
2,8747,43.0,47.811104,4.811104,dev,runs/20260306_094340_DS01-005_cyclelayer_v1_train/predictions.csv
